sci_name,lat_species,lon_species,microplastics_measurement,unit,concentration_class_range,mesh_size_mm,lat_microplastic,lon_microplastic,dist_meters
Lampyris noctiluca,50.91379322,-2.29617266,0.006,pieces/m3,0.005-1,0.00045,50.5812,-2.4153,59844.67488872235
Lampyris noctiluca,51.33859994,-2.28756351,,,,,,,
Lampyris noctiluca,51.34671425,-2.27856875,,,,,,,
Lampyris noctiluca,51.34653442,-2.27856766,,,,,,,
Lampyris noctiluca,50.88155234,-2.23868304,0.006,pieces/m3,0.005-1,0.00045,50.5812,-2.4153,56230.796083713736
Lampyris noctiluca,51.05493109,-2.23515125,0.006,pieces/m3,0.005-1,0.00045,50.5812,-2.4153,85629.08627940777
Lampyris noctiluca,51.33548083,-2.23471918,,,,,,,
Lampyris noctiluca,50.88615192,-2.23202504,0.006,pieces/m3,0.005-1,0.00045,50.5812,-2.4153,57249.74252520613
Lampyris noctiluca,51.82911489,-2.23031387,,,,,,,
Lampyris noctiluca,51.77922231,-2.22643574,,,,,,,
Lampyris noctiluca,51.72582267,-2.22254909,,,,,,,
Lampyris noctiluca,50.8895959,-2.21810943,0.006,pieces/m3,0.005-1,0.00045,50.5812,-2.4153,58381.08792196995
Lampyris noctiluca,51.72836569,-2.20866209,,,,,,,
Lampyris noctiluca,51.7420046,-2.20128796,,,,,,,
Lampyris noctiluca,49.24589302,-2.20017889,26.0,pieces/m3,>=10,0.1,49.2725,-2.5698,41394.137623883755
Lampyris noctiluca,50.88162654,-2.19916669,0.006,pieces/m3,0.005-1,0.00045,50.5812,-2.4153,57927.5693768085
Lampyris noctiluca,51.74153308,-2.19834584,,,,,,,
Lampyris noctiluca,51.80787217,-2.19380014,,,,,,,
Lampyris noctiluca,51.80778345,-2.19307456,,,,,,,
Lampyris noctiluca,51.07506228,-2.19214641,0.006,pieces/m3,0.005-1,0.00045,50.5812,-2.4153,90288.74577205055
Lampyris noctiluca,51.80769804,-2.19031842,,,,,,,
Lampyris noctiluca,51.0714286,-2.18992621,0.006,pieces/m3,0.005-1,0.00045,50.5812,-2.4153,89740.41649387275
Lampyris noctiluca,51.07426254,-2.18905286,0.006,pieces/m3,0.005-1,0.00045,50.5812,-2.4153,90248.38906431136
Lampyris noctiluca,51.07106154,-2.18892562,0.006,pieces/m3,0.005-1,0.00045,50.5812,-2.4153,89709.37342154517
Lampyris noctiluca,51.07112509,-2.18855479,0.006,pieces/m3,0.005-1,0.00045,50.5812,-2.4153,89731.75331403108
Lampyris noctiluca,51.07163853,-2.18800024,0.006,pieces/m3,0.005-1,0.00045,50.5812,-2.4153,89836.1816807316
Lampyris noctiluca,51.0745349,-2.18744105,0.006,pieces/m3,0.005-1,0.00045,50.5812,-2.4153,90344.81596759534
Lampyris noctiluca,51.07222417,-2.18728897,0.006,pieces/m3,0.005-1,0.00045,50.5812,-2.4153,89957.78413110526
Lampyris noctiluca,51.074787,-2.18724224,0.006,pieces/m3,0.005-1,0.00045,50.5812,-2.4153,90393.7851986387
Lampyris noctiluca,51.07448127,-2.187241,0.006,pieces/m3,0.005-1,0.00045,50.5812,-2.4153,90341.97610768523
Lampyris noctiluca,51.07432875,-2.18702628,0.006,pieces/m3,0.005-1,0.00045,50.5812,-2.4153,90322.8335612223
Lampyris noctiluca,51.16571115,-2.18665959,,,,,,,
Lampyris noctiluca,51.07501274,-2.18665792,0.006,pieces/m3,0.005-1,0.00045,50.5812,-2.4153,90450.3518257193
Lampyris noctiluca,51.07469813,-2.18658529,0.006,pieces/m3,0.005-1,0.00045,50.5812,-2.4153,90399.28344348901
Lampyris noctiluca,51.07442837,-2.1865842,0.006,pieces/m3,0.005-1,0.00045,50.5812,-2.4153,90353.58081070485
Lampyris noctiluca,51.07361079,-2.18613843,0.006,pieces/m3,0.005-1,0.00045,50.5812,-2.4153,90228.99416296816
Lampyris noctiluca,49.2463218,-2.1820299,26.0,pieces/m3,>=10,0.1,49.2725,-2.5698,43395.3856641215
Lampyris noctiluca,52.25689913,-2.17216719,,,,,,,
Lampyris noctiluca,50.96477365,-2.16192886,0.006,pieces/m3,0.005-1,0.00045,50.5812,-2.4153,73007.25794459655
Lampyris noctiluca,51.99603017,-2.14582044,,,,,,,
Lampyris noctiluca,52.22405159,-2.12724364,,,,,,,
Lampyris noctiluca,51.34887501,-2.11762043,,,,,,,
Lampyris noctiluca,51.98437566,-2.11578678,,,,,,,
Lampyris noctiluca,51.84358518,-2.10961818,,,,,,,
Lampyris noctiluca,51.84412557,-2.10860339,,,,,,,
Lampyris noctiluca,52.22640943,-2.10675429,,,,,,,
Lampyris noctiluca,51.15816866,-2.10640919,,,,,,,
Lampyris noctiluca,51.35176617,-2.10298103,,,,,,,
Lampyris noctiluca,51.08650711,-2.10067611,0.006,pieces/m3,0.005-1,0.00045,50.5812,-2.4153,95482.26507313106
Lampyris noctiluca,52.05093557,-2.0812524,,,,,,,
Lampyris noctiluca,51.86600227,-2.07104219,,,,,,,
Lampyris noctiluca,51.86600399,-2.06813764,,,,,,,
Lampyris noctiluca,51.04202054,-2.06648926,0.006,pieces/m3,0.005-1,0.00045,50.5812,-2.4153,89796.89182324975
Lampyris noctiluca,51.87284061,-2.06175702,,,,,,,
Lampyris noctiluca,51.86627764,-2.06102185,,,,,,,
Lampyris noctiluca,51.86546846,-2.06102075,,,,,,,
Lampyris noctiluca,51.87005397,-2.0607365,,,,,,,
Lampyris noctiluca,51.86546914,-2.05971372,,,,,,,
Lampyris noctiluca,50.66335166,-2.05930107,0.006,pieces/m3,0.005-1,0.00045,50.5812,-2.4153,42156.447230909806
Lampyris noctiluca,51.86636932,-2.05753648,,,,,,,
Lampyris noctiluca,51.86520099,-2.05651841,,,,,,,
Lampyris noctiluca,50.82639011,-2.05524894,0.006,pieces/m3,0.005-1,0.00045,50.5812,-2.4153,58769.05019551793
Lampyris noctiluca,50.82693013,-2.05425572,0.006,pieces/m3,0.005-1,0.00045,50.5812,-2.4153,58913.87242530781
Lampyris noctiluca,50.82396547,-2.04772159,0.006,pieces/m3,0.005-1,0.00045,50.5812,-2.4153,59035.78753988653
Lampyris noctiluca,50.59546482,-2.03816423,0.006,pieces/m3,0.005-1,0.00045,50.5812,-2.4153,42056.5978669756
Lampyris noctiluca,51.06001785,-2.037406,0.006,pieces/m3,0.005-1,0.00045,50.5812,-2.4153,94075.55551979117
Lampyris noctiluca,50.75265997,-2.03148854,0.006,pieces/m3,0.005-1,0.00045,50.5812,-2.4153,52224.7754534693
Lampyris noctiluca,50.66327476,-2.02237311,0.006,pieces/m3,0.005-1,0.00045,50.5812,-2.4153,46037.99185923105
Lampyris noctiluca,51.91861945,-2.0147113,,,,,,,
Lampyris noctiluca,51.92257545,-2.01442179,,,,,,,
Lampyris noctiluca,51.06254149,-2.00701303,0.006,pieces/m3,0.005-1,0.00045,50.5812,-2.4153,96028.82126763432
Lampyris noctiluca,51.38427158,-1.99930426,,,,,,,
Lampyris noctiluca,50.97145062,-1.99888082,0.006,pieces/m3,0.005-1,0.00045,50.5812,-2.4153,82724.15720796201
Lampyris noctiluca,52.09707855,-1.95944571,,,,,,,
Lampyris noctiluca,50.62981648,-1.95845073,0.006,pieces/m3,0.005-1,0.00045,50.5812,-2.4153,51562.38128561734
Lampyris noctiluca,50.97558375,-1.94080436,0.006,pieces/m3,0.005-1,0.00045,50.5812,-2.4153,87091.07869393667
Lampyris noctiluca,51.08400896,-1.92492614,,,,,,,
Lampyris noctiluca,51.08418871,-1.92478308,,,,,,,
Lampyris noctiluca,51.08418862,-1.92464032,,,,,,,
Lampyris noctiluca,51.09709865,-1.87863587,,,,,,,
Lampyris noctiluca,51.08954322,-1.87665665,,,,,,,
Lampyris noctiluca,51.08954307,-1.87651386,,,,,,,
Lampyris noctiluca,51.08999267,-1.87651267,,,,,,,
Lampyris noctiluca,51.09026243,-1.87651195,,,,,,,
Lampyris noctiluca,51.09053205,-1.87636845,,,,,,,
Lampyris noctiluca,51.09107142,-1.87622423,,,,,,,
Lampyris noctiluca,51.08927179,-1.87508677,,,,,,,
Lampyris noctiluca,51.08837182,-1.87437529,,,,,,,
Lampyris noctiluca,51.08801183,-1.87409071,,,,,,,
Lampyris noctiluca,51.0847736,-1.8731001,,,,,,,
Lampyris noctiluca,50.8850009,-1.8301425,0.006,pieces/m3,0.005-1,0.00045,50.5812,-2.4153,84159.40387992689
Lampyris noctiluca,50.94693826,-1.81682145,0.006,pieces/m3,0.005-1,0.00045,50.5812,-2.4153,92518.05043530335
Lampyris noctiluca,53.25619363,-1.78239087,,,,,,,
Lampyris noctiluca,51.06897315,-1.77152691,,,,,,,
Lampyris noctiluca,51.35354558,-1.76049466,,,,,,,
Lampyris noctiluca,50.81337076,-1.75190963,0.006,pieces/m3,0.005-1,0.00045,50.5812,-2.4153,84317.66405082478
Lampyris noctiluca,50.81264224,-1.74765537,0.006,pieces/m3,0.005-1,0.00045,50.5812,-2.4153,84671.35149409008
Lampyris noctiluca,51.10359942,-1.73222207,,,,,,,
Lampyris noctiluca,52.17688047,-1.72919472,,,,,,,
Lampyris noctiluca,52.28943686,-1.72792316,,,,,,,
Lampyris noctiluca,50.81360269,-1.69768729,0.006,pieces/m3,0.005-1,0.00045,50.5812,-2.4153,89670.04511685774
Lampyris noctiluca,50.80819801,-1.69417405,0.006,pieces/m3,0.005-1,0.00045,50.5812,-2.4153,89592.94202108476
Lampyris noctiluca,50.81286546,-1.69087903,0.006,pieces/m3,0.005-1,0.00045,50.5812,-2.4153,90287.55461972012
Lampyris noctiluca,50.81086852,-1.68393753,0.006,pieces/m3,0.005-1,0.00045,50.5812,-2.4153,90822.34242441326
Lampyris noctiluca,50.9394392,-1.67609363,,,,,,,
Lampyris noctiluca,50.94591357,-1.67604868,,,,,,,
Lampyris noctiluca,50.82055614,-1.6750706,0.006,pieces/m3,0.005-1,0.00045,50.5812,-2.4153,92468.03199656738
Lampyris noctiluca,53.09100154,-1.67466957,,,,,,,
Lampyris noctiluca,50.88726034,-1.66792547,0.006,pieces/m3,0.005-1,0.00045,50.5812,-2.4153,99015.1219618904
Lampyris noctiluca,50.89293512,-1.6610968,,,,,,,
Lampyris noctiluca,50.88737087,-1.66099878,0.006,pieces/m3,0.005-1,0.00045,50.5812,-2.4153,99674.37389021383
Lampyris noctiluca,50.89533005,-1.65976339,,,,,,,
Lampyris noctiluca,51.09557373,-1.65486986,,,,,,,
Lampyris noctiluca,50.87820382,-1.64610078,,,,,,,
Lampyris noctiluca,51.23914206,-1.64348381,,,,,,,
Lampyris noctiluca,53.315429,-1.63484136,,,,,,,
Lampyris noctiluca,51.12104867,-1.63424834,,,,,,,
Lampyris noctiluca,51.12140656,-1.63367399,,,,,,,
Lampyris noctiluca,53.27018175,-1.62398105,,,,,,,
Lampyris noctiluca,51.16839557,-1.62128789,,,,,,,
Lampyris noctiluca,51.03755908,-1.62092844,,,,,,,
Lampyris noctiluca,50.88567559,-1.62002908,,,,,,,
Lampyris noctiluca,51.80706786,-1.59551282,,,,,,,
Lampyris noctiluca,51.80742699,-1.59536457,,,,,,,
Lampyris noctiluca,51.80733608,-1.5950753,,,,,,,
Lampyris noctiluca,51.80661432,-1.59435658,,,,,,,
Lampyris noctiluca,53.09356749,-1.57594457,,,,,,,
Lampyris noctiluca,53.09769486,-1.57381322,,,,,,,
Lampyris noctiluca,53.09796399,-1.57366122,,,,,,,
Lampyris noctiluca,52.75389844,-1.56176506,,,,,,,
Lampyris noctiluca,51.21152197,-1.55980502,,,,,,,
Lampyris noctiluca,51.20318215,-1.5422789,,,,,,,
Lampyris noctiluca,51.4140282,-1.53917114,,,,,,,
Lampyris noctiluca,50.78160157,-1.51477351,,,,,,,
Lampyris noctiluca,51.20090878,-1.49249295,,,,,,,
Lampyris noctiluca,51.8776334,-1.47779565,,,,,,,
Lampyris noctiluca,51.85203371,-1.46328305,,,,,,,
Lampyris noctiluca,51.85230343,-1.46327985,,,,,,,
Lampyris noctiluca,51.00747525,-1.4499931,,,,,,,
Lampyris noctiluca,52.33528702,-1.44512735,,,,,,,
Lampyris noctiluca,51.85586774,-1.41866205,,,,,,,
Lampyris noctiluca,53.76715384,-1.385017,,,,,,,
Lampyris noctiluca,53.76769153,-1.38470572,,,,,,,
Lampyris noctiluca,51.68601144,-1.36399054,,,,,,,
Lampyris noctiluca,51.04486159,-1.34142432,,,,,,,
Lampyris noctiluca,51.04467854,-1.34085632,,,,,,,
Lampyris noctiluca,51.04493863,-1.33914087,,,,,,,
Lampyris noctiluca,50.70696766,-1.33370513,,,,,,,
Lampyris noctiluca,50.72124477,-1.3299612,,,,,,,
Lampyris noctiluca,51.02023504,-1.3278011,,,,,,,
Lampyris noctiluca,50.66725793,-1.3247866,,,,,,,
Lampyris noctiluca,51.11856413,-1.31980356,,,,,,,
Lampyris noctiluca,51.04575371,-1.3090301,,,,,,,
Lampyris noctiluca,51.84815417,-1.3059624,,,,,,,
Lampyris noctiluca,51.1113702,-1.3044811,,,,,,,
Lampyris noctiluca,51.83860904,-1.30349656,,,,,,,
Lampyris noctiluca,50.67215596,-1.30136643,,,,,,,
Lampyris noctiluca,50.71062815,-1.26921132,,,,,,,
Lampyris noctiluca,51.36517257,-1.26803839,,,,,,,
Lampyris noctiluca,51.3653506,-1.26774828,,,,,,,
Lampyris noctiluca,51.7146812,-1.24070005,,,,,,,
Lampyris noctiluca,51.70918586,-1.2390553,,,,,,,
Lampyris noctiluca,50.73948684,-1.22610531,,,,,,,
Lampyris noctiluca,51.54727667,-1.21579995,,,,,,,
Lampyris noctiluca,51.55256082,-1.21268028,,,,,,,
Lampyris noctiluca,51.55550151,-1.20873504,,,,,,,
Lampyris noctiluca,51.39371261,-1.19140612,,,,,,,
Lampyris noctiluca,51.54866769,-1.1824616,,,,,,,
Lampyris noctiluca,50.80182716,-1.17654421,,,,,,,
Lampyris noctiluca,52.87745531,-1.1663225,,,,,,,
Lampyris noctiluca,50.67333522,-1.15360326,0.014353,pieces/m3,0.005-1,0.33,50.573117,-0.27775,99064.2347681123
Lampyris noctiluca,50.98357873,-1.15296214,,,,,,,
Lampyris noctiluca,50.98429493,-1.15252172,,,,,,,
Lampyris noctiluca,51.53720327,-1.13409853,,,,,,,
Lampyris noctiluca,50.66450385,-1.12673686,0.014353,pieces/m3,0.005-1,0.33,50.573117,-0.27775,95852.00721876162
Lampyris noctiluca,51.7993487,-1.11114532,,,,,,,
Lampyris noctiluca,51.35698232,-1.11090974,,,,,,,
Lampyris noctiluca,51.06183153,-1.10715537,,,,,,,
Lampyris noctiluca,53.20779421,-1.10168233,,,,,,,
Lampyris noctiluca,51.49270965,-1.08119263,,,,,,,
Lampyris noctiluca,50.9864473,-1.08039288,,,,,,,
Lampyris noctiluca,51.48131106,-1.06168551,,,,,,,
Lampyris noctiluca,51.32663346,-1.05896764,,,,,,,
Lampyris noctiluca,53.20636927,-1.04556554,,,,,,,
Lampyris noctiluca,50.85159286,-1.04000268,0.014353,pieces/m3,0.005-1,0.33,50.573117,-0.27775,97897.72086335103
Lampyris noctiluca,50.92955995,-1.00780526,,,,,,,
Lampyris noctiluca,50.97533063,-0.97634897,,,,,,,
Lampyris noctiluca,51.27570397,-0.96940244,,,,,,,
Lampyris noctiluca,51.2767571,-0.95682711,,,,,,,
Lampyris noctiluca,51.67134339,-0.95452847,,,,,,,
Lampyris noctiluca,51.51565232,-0.89510985,,,,,,,
Lampyris noctiluca,52.15408267,-0.89033858,,,,,,,
Lampyris noctiluca,51.38049184,-0.87494494,,,,,,,
Lampyris noctiluca,50.95756673,-0.87336917,0.014353,pieces/m3,0.005-1,0.33,50.573117,-0.27775,94604.4072188098
Lampyris noctiluca,51.18106347,-0.86750145,,,,,,,
Lampyris noctiluca,51.09569823,-0.85544979,,,,,,,
Lampyris noctiluca,51.55463795,-0.84440275,,,,,,,
Lampyris noctiluca,51.1977673,-0.82873502,,,,,,,
Lampyris noctiluca,51.6770221,-0.82697258,,,,,,,
Lampyris noctiluca,51.19710932,-0.82588928,,,,,,,
Lampyris noctiluca,51.55345003,-0.8243839,,,,,,,
Lampyris noctiluca,51.67974609,-0.81171519,,,,,,,
Lampyris noctiluca,51.3603528,-0.80398983,,,,,,,
Lampyris noctiluca,51.74100821,-0.79692911,,,,,,,
Lampyris noctiluca,50.86486702,-0.7852281,0.014353,pieces/m3,0.005-1,0.33,50.573117,-0.27775,76214.35320205234
Lampyris noctiluca,51.69278296,-0.76796981,,,,,,,
Lampyris noctiluca,51.57044019,-0.75889201,,,,,,,
Lampyris noctiluca,51.65972736,-0.75411968,,,,,,,
Lampyris noctiluca,51.21737781,-0.74275631,,,,,,,
Lampyris noctiluca,51.5693695,-0.74193841,,,,,,,
Lampyris noctiluca,51.56505162,-0.74093222,,,,,,,
Lampyris noctiluca,51.56522662,-0.73880654,,,,,,,
Lampyris noctiluca,51.56377827,-0.73874562,,,,,,,
Lampyris noctiluca,51.56379625,-0.73874512,,,,,,,
Lampyris noctiluca,51.57838486,-0.7302918,,,,,,,
Lampyris noctiluca,51.57914336,-0.727316,,,,,,,
Lampyris noctiluca,51.05678441,-0.72727616,0.014353,pieces/m3,0.005-1,0.33,50.573117,-0.27775,98625.96606950538
Lampyris noctiluca,51.05687431,-0.72727369,0.014353,pieces/m3,0.005-1,0.33,50.573117,-0.27775,98639.51061120661
Lampyris noctiluca,51.57966549,-0.72571388,,,,,,,
Lampyris noctiluca,51.57978567,-0.72560228,,,,,,,
Lampyris noctiluca,51.57975382,-0.72556709,,,,,,,
Lampyris noctiluca,51.56228984,-0.72374703,,,,,,,
Lampyris noctiluca,51.56278453,-0.72086947,,,,,,,
Lampyris noctiluca,51.56447926,-0.71961002,,,,,,,
Lampyris noctiluca,51.56302795,-0.71931312,,,,,,,
Lampyris noctiluca,51.56158541,-0.71892669,,,,,,,
Lampyris noctiluca,51.56574217,-0.71874496,,,,,,,
Lampyris noctiluca,51.56577087,-0.71849167,,,,,,,
Lampyris noctiluca,51.561757,-0.71817169,,,,,,,
Lampyris noctiluca,51.56408487,-0.71807739,,,,,,,
Lampyris noctiluca,51.56573272,-0.71787956,,,,,,,
Lampyris noctiluca,51.56346163,-0.7178208,,,,,,,
Lampyris noctiluca,51.78859994,-0.71447076,,,,,,,
Lampyris noctiluca,51.78922282,-0.7138731,,,,,,,
Lampyris noctiluca,51.78939466,-0.71314326,,,,,,,
Lampyris noctiluca,51.62538946,-0.70521942,,,,,,,
Lampyris noctiluca,51.61055581,-0.69613141,,,,,,,
Lampyris noctiluca,51.61085068,-0.6959641,,,,,,,
Lampyris noctiluca,51.61152286,-0.69535993,,,,,,,
Lampyris noctiluca,51.60993349,-0.69353527,,,,,,,
Lampyris noctiluca,51.61001086,-0.69321533,,,,,,,
Lampyris noctiluca,50.95065082,-0.67693247,0.014353,pieces/m3,0.005-1,0.33,50.573117,-0.27775,79783.33680816088
Lampyris noctiluca,51.28067034,-0.66833455,,,,,,,
Lampyris noctiluca,51.15442415,-0.66110423,,,,,,,
Lampyris noctiluca,52.15166487,-0.64981319,,,,,,,
Lampyris noctiluca,51.68069957,-0.62698169,,,,,,,
Lampyris noctiluca,51.8161217,-0.62492272,,,,,,,
Lampyris noctiluca,51.82072149,-0.62113363,,,,,,,
Lampyris noctiluca,50.94373362,-0.61549396,0.014353,pieces/m3,0.005-1,0.33,50.573117,-0.27775,75128.36438371937
Lampyris noctiluca,51.8305217,-0.61343308,,,,,,,
Lampyris noctiluca,51.83766095,-0.60885941,,,,,,,
Lampyris noctiluca,50.95279985,-0.60653993,0.014353,pieces/m3,0.005-1,0.33,50.573117,-0.27775,76030.9196733191
Lampyris noctiluca,51.84407359,-0.59812638,,,,,,,
Lampyris noctiluca,51.60060023,-0.59806611,,,,,,,
Lampyris noctiluca,51.84398599,-0.59632526,,,,,,,
Lampyris noctiluca,52.68497042,-0.59377714,,,,,,,
Lampyris noctiluca,51.60089069,-0.59228154,,,,,,,
Lampyris noctiluca,50.94987217,-0.58740845,0.014353,pieces/m3,0.005-1,0.33,50.573117,-0.27775,74571.02384636793
Lampyris noctiluca,50.86641146,-0.56477887,0.014353,pieces/m3,0.005-1,0.33,50.573117,-0.27775,60547.94963370728
Lampyris noctiluca,50.86363424,-0.55108037,0.014353,pieces/m3,0.005-1,0.33,50.573117,-0.27775,59337.34380194495
Lampyris noctiluca,50.93381756,-0.54690829,0.014353,pieces/m3,0.005-1,0.33,50.573117,-0.27775,70030.26439211302
Lampyris noctiluca,51.86479641,-0.54048847,,,,,,,
Lampyris noctiluca,51.16491338,-0.53822872,0.0,pieces/m3,0-0.0005,0.00045,50.7794,0.0541,94698.57422249085
Lampyris noctiluca,51.87347868,-0.53730215,,,,,,,
Lampyris noctiluca,51.87033109,-0.53725901,,,,,,,
Lampyris noctiluca,51.19665553,-0.52377086,0.0,pieces/m3,0-0.0005,0.00045,50.7794,0.0541,97744.68757401849
Lampyris noctiluca,52.21505985,-0.52288813,,,,,,,
Lampyris noctiluca,52.16518312,-0.51050386,,,,,,,
Lampyris noctiluca,51.74594152,-0.50628693,,,,,,,
Lampyris noctiluca,51.74594396,-0.50627415,,,,,,,
Lampyris noctiluca,51.74590451,-0.50622531,,,,,,,
Lampyris noctiluca,51.74586425,-0.50589328,,,,,,,
Lampyris noctiluca,51.74575302,-0.50571038,,,,,,,
Lampyris noctiluca,51.74571078,-0.50564153,,,,,,,
Lampyris noctiluca,51.74571676,-0.50558917,,,,,,,
Lampyris noctiluca,51.7456238,-0.50449898,,,,,,,
Lampyris noctiluca,51.74562473,-0.5044497,,,,,,,
Lampyris noctiluca,51.74558525,-0.5043376,,,,,,,
Lampyris noctiluca,51.7455988,-0.50418606,,,,,,,
Lampyris noctiluca,51.7453895,-0.50358513,,,,,,,
Lampyris noctiluca,51.74540229,-0.50318156,,,,,,,
Lampyris noctiluca,51.74528176,-0.5025617,,,,,,,
Lampyris noctiluca,50.97138972,-0.49574331,0.0,pieces/m3,0-0.0005,0.00045,50.7794,0.0541,69910.61424094088
Lampyris noctiluca,52.10637788,-0.48910082,,,,,,,
Lampyris noctiluca,51.20729123,-0.48349008,0.0,pieces/m3,0-0.0005,0.00045,50.7794,0.0541,96323.23087935809
Lampyris noctiluca,50.98026043,-0.47935899,0.0,pieces/m3,0-0.0005,0.00045,50.7794,0.0541,69106.16926357622
Lampyris noctiluca,52.00591605,-0.47296344,,,,,,,
Lampyris noctiluca,50.9516535,-0.47175049,0.0,pieces/m3,0-0.0005,0.00045,50.7794,0.0541,65914.6510068262
Lampyris noctiluca,50.9520112,-0.47159638,0.0,pieces/m3,0-0.0005,0.00045,50.7794,0.0541,65928.4249230061
Lampyris noctiluca,50.93289087,-0.46738454,0.0,pieces/m3,0-0.0005,0.00045,50.7794,0.0541,64020.81635375712
Lampyris noctiluca,51.09854323,-0.44720346,0.0,pieces/m3,0-0.0005,0.00045,50.7794,0.0541,79220.05938234959
Lampyris noctiluca,51.08628053,-0.44475842,0.0,pieces/m3,0-0.0005,0.00045,50.7794,0.0541,77501.22712786462
Lampyris noctiluca,51.08645651,-0.44446695,0.0,pieces/m3,0-0.0005,0.00045,50.7794,0.0541,77499.68774506156
Lampyris noctiluca,51.64393449,-0.44063953,,,,,,,
Lampyris noctiluca,51.64509524,-0.44002157,,,,,,,
Lampyris noctiluca,51.64508948,-0.43958817,,,,,,,
Lampyris noctiluca,52.57651495,-0.42694572,,,,,,,
Lampyris noctiluca,52.29955265,-0.42372617,,,,,,,
Lampyris noctiluca,50.93786923,-0.42252976,0.0,pieces/m3,0-0.0005,0.00045,50.7794,0.0541,59933.22215879096
Lampyris noctiluca,50.85622379,-0.41676107,0.014353,pieces/m3,0.005-1,0.33,50.573117,-0.27775,51995.067285320874
Lampyris noctiluca,52.62952101,-0.41056531,,,,,,,
Lampyris noctiluca,50.90976411,-0.40584182,0.0,pieces/m3,0-0.0005,0.00045,50.7794,0.0541,56097.07657510881
Lampyris noctiluca,50.89597441,-0.39052834,0.0,pieces/m3,0-0.0005,0.00045,50.7794,0.0541,53570.79127952894
Lampyris noctiluca,50.93912266,-0.38918147,0.0,pieces/m3,0-0.0005,0.00045,50.7794,0.0541,56781.98408080739
Lampyris noctiluca,50.97398648,-0.38056874,0.0,pieces/m3,0-0.0005,0.00045,50.7794,0.0541,59274.727737289366
Lampyris noctiluca,50.93795263,-0.37612757,0.0,pieces/m3,0-0.0005,0.00045,50.7794,0.0541,55419.77762174929
Lampyris noctiluca,50.85587,-0.3687,0.0,pieces/m3,0-0.0005,0.00045,50.7794,0.0541,48946.57101879268
Lampyris noctiluca,50.96248466,-0.36188642,0.0,pieces/m3,0-0.0005,0.00045,50.7794,0.0541,56407.63337987473
Lampyris noctiluca,52.27301977,-0.35065035,,,,,,,
Lampyris noctiluca,50.88235047,-0.34237899,0.0,pieces/m3,0-0.0005,0.00045,50.7794,0.0541,47701.562234946454
Lampyris noctiluca,51.93181715,-0.33948089,,,,,,,
Lampyris noctiluca,51.71599364,-0.33813313,,,,,,,
Lampyris noctiluca,51.78899244,-0.33161641,,,,,,,
Lampyris noctiluca,51.26634577,-0.32329781,0.0,pieces/m3,0-0.0005,0.00045,50.7794,0.0541,95667.60228849336
Lampyris noctiluca,50.9246862,-0.32195031,0.0,pieces/m3,0-0.0005,0.00045,50.7794,0.0541,49042.51082268332
Lampyris noctiluca,51.25732289,-0.32118972,0.0,pieces/m3,0-0.0005,0.00045,50.7794,0.0541,94127.56474088214
Lampyris noctiluca,51.32289658,-0.30989842,,,,,,,
Lampyris noctiluca,51.95676896,-0.2985368,,,,,,,
Lampyris noctiluca,50.85337251,-0.29112367,0.0,pieces/m3,0-0.0005,0.00045,50.7794,0.0541,40568.86555108977
Lampyris noctiluca,50.85246534,-0.29058854,0.0,pieces/m3,0-0.0005,0.00045,50.7794,0.0541,40461.53621223579
Lampyris noctiluca,50.9605157,-0.28885494,0.0,pieces/m3,0-0.0005,0.00045,50.7794,0.0541,49726.60831980343
Lampyris noctiluca,50.84774346,-0.28749384,0.0,pieces/m3,0-0.0005,0.00045,50.7794,0.0541,39877.13300781715
Lampyris noctiluca,50.87645424,-0.28288811,0.0,pieces/m3,0-0.0005,0.00045,50.7794,0.0541,41209.77121926053
Lampyris noctiluca,53.25084089,-0.26906663,,,,,,,
Lampyris noctiluca,50.92838903,-0.26760014,0.0,pieces/m3,0-0.0005,0.00045,50.7794,0.0541,44373.17739307558
Lampyris noctiluca,50.97835476,-0.25099009,0.0,pieces/m3,0-0.0005,0.00045,50.7794,0.0541,48774.64896093474
Lampyris noctiluca,50.98074059,-0.25026648,0.0,pieces/m3,0-0.0005,0.00045,50.7794,0.0541,49021.77789990237
Lampyris noctiluca,51.1936674,-0.23648842,0.0,pieces/m3,0-0.0005,0.00045,50.7794,0.0541,79904.05752740809
Lampyris noctiluca,51.00393553,-0.23186233,0.0,pieces/m3,0-0.0005,0.00045,50.7794,0.0541,50745.791886941246
Lampyris noctiluca,50.97902016,-0.22771605,0.0,pieces/m3,0-0.0005,0.00045,50.7794,0.0541,47094.8420841165
Lampyris noctiluca,50.97186306,-0.22721934,0.0,pieces/m3,0-0.0005,0.00045,50.7794,0.0541,46123.725356444855
Lampyris noctiluca,50.9919942,-0.19783178,0.0,pieces/m3,0-0.0005,0.00045,50.7794,0.0541,46757.228420710635
Lampyris noctiluca,51.30137992,-0.17641627,0.0,pieces/m3,0-0.0005,0.00045,50.7794,0.0541,95673.9121592913
Lampyris noctiluca,51.31408137,-0.17203835,0.0,pieces/m3,0-0.0005,0.00045,50.7794,0.0541,97722.28480678587
Lampyris noctiluca,50.90766749,-0.16510349,0.0,pieces/m3,0-0.0005,0.00045,50.7794,0.0541,33227.162843719496
